State,Season,Soil_Type,Soil_pH,Nitrogen,Phosphorus,Potassium,Rainfall_mm,Temperature_C,Humidity_percent,Irrigation_Type,Previous_Crop,Area_hectare,Crop,Yield_ton_per_hectare
Punjab,Zaid,Black,6.47,26,16,115,1018,28.51,87,Canal,Arhar,6.05,Barley,3.07
Bihar,Zaid,Black,8.09,56,72,78,741,10.45,87,Tube Well,Cotton,4.75,Jowar,2.77
Himachal Pradesh,Rabi,Red,7.18,57,30,56,902,10.32,41,Sprinkler,Potato,3.32,Moong,4.21
Jammu and Kashmir,Zaid,Black,6.74,94,49,23,905,12.97,52,Rainfed,Mustard,8.3,Maize,3.91
Bihar,Rabi,Red,7.28,138,42,135,1093,21.55,43,Tube Well,Onion,7.08,Gram,6.52
Chhattisgarh,Kharif,Loamy,7.32,92,36,62,559,29.88,41,Rainfed,Soybean,8.65,Masoor,4.55
Delhi,Zaid,Clay,6.85,114,35,115,1484,36.44,67,Tube Well,Arhar,8.82,Jowar,7.15
Jharkhand,Zaid,Sandy,7.24,85,10,51,1481,39.35,84,Sprinkler,Arhar,8.8,Pea,5.34
Rajasthan,Rabi,Alluvial,5.99,141,30,44,1015,29.01,81,Sprinkler,Pea,6.38,Wheat,4.99
Jharkhand,Kharif,Black,7.61,123,43,72,379,18.79,66,Tube Well,Jowar,2.07,Rice,4.56
Uttarakhand,Rabi,Black,6.03,31,35,82,464,10.73,84,Rainfed,Cotton,9.09,Barley,2.11
Himachal Pradesh,Rabi,Alluvial,6.68,105,66,47,833,38.8,82,Canal,Onion,5.57,Bajra,5.09
Madhya Pradesh,Kharif,Clay,8.46,39,28,58,1027,10.65,73,Tube Well,Pea,0.82,Gram,2.12
Jammu and Kashmir,Kharif,Loamy,6.29,51,97,69,947,38.67,77,Drip,Bajra,7.99,Cotton,3.45
Delhi,Rabi,Loamy,6.24,51,94,94,786,38.65,70,Drip,Onion,0.61,Rice,5.34
Madhya Pradesh,Zaid,Sandy,7.38,129,29,109,621,36.38,86,Tube Well,Soybean,7.54,Jowar,5.73
Haryana,Rabi,Clay,8.1,149,86,33,907,25.83,73,Sprinkler,Sugarcane,7.97,Jowar,5.4
Delhi,Kharif,Red,5.84,82,92,115,1380,36.07,61,Rainfed,Wheat,8.12,Moong,5.02
Uttarakhand,Zaid,Red,8.49,66,40,30,1442,36.55,79,Tube Well,Gram,2.64,Potato,5.84
Jammu and Kashmir,Zaid,Loamy,5.95,77,32,65,271,12.67,60,Tube Well,Rice,9.88,Onion,1.81
Uttar Pradesh,Rabi,Sandy,6.26,148,45,91,777,37.06,67,Canal,Sugarcane,4.03,Potato,6.5
Haryana,Rabi,Loamy,5.8,54,53,148,1186,30.32,83,Rainfed,Mustard,9.92,Masoor,6.11
Himachal Pradesh,Kharif,Black,8.14,53,27,25,854,36.1,33,Rainfed,Bajra,6.4,Barley,2.2
Chhattisgarh,Kharif,Red,7.03,34,42,92,1089,24.31,74,Sprinkler,Jowar,6.86,Wheat,4.78
Bihar,Rabi,Sandy,8.48,37,55,80,1113,26.26,78,Tube Well,Moong,7.57,Jowar,4.68
Madhya Pradesh,Rabi,Red,7.16,92,69,55,615,35.42,65,Tube Well,Masoor,9.15,Arhar,4.98
Madhya Pradesh,Kharif,Clay,7.71,87,31,46,950,14.61,87,Sprinkler,Barley,8.62,Bajra,4.25
Uttarakhand,Rabi,Black,5.76,20,25,85,580,28.33,80,Sprinkler,Onion,5.83,Rice,2.21
Himachal Pradesh,Zaid,Sandy,5.86,145,94,146,1477,30.84,84,Sprinkler,Bajra,6.47,Rice,8.1
Uttar Pradesh,Zaid,Loamy,6.94,99,64,93,847,38.2,36,Canal,Onion,4.48,Potato,5.18
Punjab,Kharif,Sandy,7.63,25,19,72,1295,11.21,83,Tube Well,Soybean,6.02,Mustard,3.59
Himachal Pradesh,Rabi,Red,6.65,103,37,88,983,24.9,65,Rainfed,Moong,2.78,Potato,5.3
Punjab,Rabi,Black,7.87,76,30,135,429,28.43,61,Canal,Gram,7.45,Pea,4.47
Himachal Pradesh,Rabi,Clay,5.75,110,24,143,1436,16.71,52,Tube Well,Rice,8.25,Groundnut,4.34
Delhi,Zaid,Clay,8.1,80,88,145,623,10.87,44,Canal,Wheat,9.67,Cotton,7.19
Uttar Pradesh,Kharif,Red,6.37,68,99,60,923,36.18,40,Sprinkler,Potato,7.89,Bajra,5.61
Himachal Pradesh,Zaid,Red,7.89,100,94,75,550,32.7,41,Rainfed,Cotton,2.53,Rice,4.97
Delhi,Rabi,Red,8.27,91,39,40,647,23.71,72,Sprinkler,Potato,1.01,Cotton,5.4
Madhya Pradesh,Zaid,Loamy,7.71,117,85,120,1410,32.87,45,Canal,Barley,2.64,Arhar,7.11
Haryana,Rabi,Sandy,8.3,52,40,54,314,30.13,68,Sprinkler,Sugarcane,4.68,Potato,-0.47
Chhattisgarh,Rabi,Sandy,7.6,86,86,16,1158,28.42,60,Canal,Masoor,1.62,Masoor,4.92
Jammu and Kashmir,Rabi,Loamy,8.32,87,56,28,1387,38.44,62,Drip,Gram,7.44,Soybean,5.01
Uttar Pradesh,Rabi,Black,7.65,122,11,48,1356,16.64,60,Tube Well,Cotton,7.66,Arhar,5.54
Madhya Pradesh,Rabi,Red,7.84,101,45,77,572,13.46,66,Canal,Masoor,5.82,Mustard,5.28
Rajasthan,Rabi,Loamy,7.38,42,63,118,500,19.47,82,Rainfed,Maize,4.55,Barley,3.17
Haryana,Rabi,Clay,6.56,69,44,65,1290,26.55,41,Rainfed,Wheat,9.07,Bajra,4.12
Rajasthan,Zaid,Black,5.76,134,25,21,749,19.13,71,Sprinkler,Soybean,4.11,Sugarcane,5.43
Uttar Pradesh,Kharif,Red,8.1,41,58,77,1139,34.24,30,Sprinkler,Pea,7.17,Mustard,6.13
Delhi,Kharif,Red,7.45,42,15,126,445,33.25,48,Drip,Onion,9.58,Masoor,3.18
Rajasthan,Kharif,Alluvial,6.7,92,17,87,307,19.29,71,Drip,Rice,7.34,Barley,4.02
Jharkhand,Rabi,Loamy,8.46,140,20,70,1170,30.76,41,Tube Well,Arhar,4.96,Cotton,5.15
Jammu and Kashmir,Rabi,Sandy,5.83,133,96,102,867,29.25,78,Canal,Cotton,3.99,Bajra,7.28
Haryana,Zaid,Red,6.34,112,43,103,274,30.11,39,Canal,Bajra,2.06,Groundnut,3.75
Uttar Pradesh,Rabi,Loamy,8.09,123,55,145,414,35.29,48,Drip,Barley,5.26,Cotton,5.94
Chhattisgarh,Zaid,Black,7.23,42,94,117,828,14.9,72,Drip,Bajra,7.7,Potato,5.8
Rajasthan,Rabi,Red,6.22,60,46,144,875,22.06,84,Sprinkler,Maize,9.43,Groundnut,5.84
Himachal Pradesh,Kharif,Black,6.26,38,73,23,1393,21.41,72,Tube Well,Jowar,2.09,Bajra,4.9
Jharkhand,Zaid,Sandy,7.52,126,25,26,547,34.89,68,Rainfed,Moong,8.2,Pea,3.49
Madhya Pradesh,Zaid,Clay,7.66,104,85,132,1316,20.74,72,Drip,Bajra,5.77,Onion,8.24
Uttar Pradesh,Kharif,Sandy,7.0,148,48,106,1353,31.33,68,Tube Well,Potato,1.61,Soybean,7.51
Punjab,Zaid,Clay,7.01,49,30,16,825,32.42,49,Drip,Rice,7.49,Bajra,3.49
Himachal Pradesh,Rabi,Clay,7.36,22,31,84,588,31.85,53,Rainfed,Jowar,5.19,Masoor,0.52
Jammu and Kashmir,Kharif,Clay,8.29,92,89,21,1005,21.98,62,Sprinkler,Groundnut,1.86,Rice,7.6
Delhi,Kharif,Black,6.8,124,84,83,1117,37.75,39,Sprinkler,Cotton,7.73,Maize,6.58
Haryana,Zaid,Black,5.64,141,83,91,1345,37.56,89,Sprinkler,Gram,2.54,Moong,7.71
Rajasthan,Kharif,Sandy,6.78,34,82,27,314,36.46,63,Rainfed,Groundnut,2.85,Moong,3.85
Rajasthan,Kharif,Red,5.88,80,86,22,498,36.02,50,Sprinkler,Groundnut,5.97,Wheat,2.33
Rajasthan,Rabi,Sandy,8.21,38,95,28,758,34.55,41,Drip,Potato,9.81,Bajra,1.84
Uttar Pradesh,Kharif,Alluvial,7.71,143,62,60,857,34.21,80,Rainfed,Soybean,7.23,Jowar,6.22
Uttar Pradesh,Zaid,Sandy,7.59,51,77,107,465,24.5,84,Rainfed,Jowar,1.55,Potato,1.46
Uttar Pradesh,Kharif,Loamy,7.6,34,41,29,1276,24.1,78,Rainfed,Soybean,1.59,Sugarcane,3.25
Delhi,Kharif,Sandy,6.61,89,91,47,808,30.61,49,Sprinkler,Cotton,8.92,Sugarcane,5.58
Jharkhand,Zaid,Red,7.59,41,41,82,1283,23.66,81,Canal,Barley,4.44,Cotton,3.43
Madhya Pradesh,Zaid,Alluvial,6.64,149,32,120,1345,26.66,63,Sprinkler,Wheat,9.91,Gram,8.7
Delhi,Rabi,Alluvial,7.04,47,91,119,1342,10.53,61,Rainfed,Sugarcane,5.82,Masoor,6.71
Madhya Pradesh,Rabi,Clay,5.73,121,43,109,363,19.49,44,Drip,Moong,3.93,Maize,4.81
Jammu and Kashmir,Zaid,Alluvial,6.08,28,23,49,1432,21.53,58,Drip,Sugarcane,3.61,Mustard,4.29
Bihar,Zaid,Alluvial,7.18,65,60,81,440,14.5,40,Rainfed,Bajra,1.86,Moong,3.36
Punjab,Kharif,Red,7.51,133,14,59,1030,15.08,43,Canal,Cotton,5.91,Mustard,5.27
Delhi,Zaid,Alluvial,5.81,128,62,87,1245,36.68,87,Canal,Bajra,9.52,Maize,8.34
Madhya Pradesh,Zaid,Black,7.34,45,44,49,1078,12.97,61,Rainfed,Bajra,3.6,Masoor,4.17
Madhya Pradesh,Kharif,Black,7.66,114,72,11,441,24.1,87,Rainfed,Groundnut,6.84,Bajra,3.8
Rajasthan,Rabi,Clay,6.18,90,74,43,857,28.52,52,Drip,Bajra,7.23,Onion,5.66
Haryana,Rabi,Loamy,8.06,112,71,34,1399,35.35,89,Tube Well,Rice,9.7,Bajra,5.3
Delhi,Kharif,Clay,7.13,72,13,136,1071,20.47,56,Tube Well,Masoor,6.11,Barley,4.38
Jammu and Kashmir,Kharif,Sandy,7.86,70,24,114,1392,38.68,30,Tube Well,Wheat,4.31,Gram,7.03
Bihar,Rabi,Sandy,7.97,41,36,149,669,33.93,33,Sprinkler,Pea,0.78,Jowar,1.66
Rajasthan,Kharif,Loamy,7.87,127,46,148,1111,26.07,52,Canal,Mustard,1.3,Wheat,5.03
Bihar,Rabi,Black,7.44,139,63,43,309,11.04,62,Sprinkler,Moong,1.41,Sugarcane,4.48
Jammu and Kashmir,Rabi,Loamy,6.49,71,99,136,1340,24.36,69,Canal,Gram,5.68,Soybean,7.89
Rajasthan,Rabi,Alluvial,6.91,37,74,36,738,11.81,73,Drip,Gram,8.52,Bajra,3.49
Rajasthan,Rabi,Alluvial,6.51,114,21,87,300,37.12,49,Sprinkler,Cotton,3.06,Gram,4.83
Delhi,Zaid,Sandy,5.73,83,99,141,830,25.58,30,Canal,Sugarcane,1.65,Mustard,4.39
Rajasthan,Kharif,Clay,5.64,94,48,136,1450,10.17,37,Drip,Wheat,4.29,Wheat,4.71
Punjab,Zaid,Red,6.92,92,89,98,824,30.34,60,Tube Well,Groundnut,3.72,Masoor,5.24
Uttar Pradesh,Zaid,Clay,6.76,72,76,86,1467,25.51,34,Drip,Pea,9.92,Potato,6.6
Madhya Pradesh,Rabi,Sandy,7.5,81,19,62,305,37.85,55,Tube Well,Maize,7.26,Gram,2.35
Himachal Pradesh,Kharif,Sandy,5.58,105,10,26,637,28.66,78,Tube Well,Soybean,3.03,Soybean,4.37
Punjab,Rabi,Loamy,5.6,64,23,92,1033,31.48,69,Tube Well,Pea,0.83,Wheat,3.6
Uttarakhand,Rabi,Loamy,6.02,75,11,13,757,32.81,67,Canal,Sugarcane,4.99,Wheat,3.41
Uttar Pradesh,Zaid,Loamy,7.99,84,83,45,531,12.37,49,Canal,Arhar,2.78,Groundnut,4.23
Jharkhand,Rabi,Alluvial,7.2,129,20,139,675,28.85,52,Sprinkler,Masoor,2.66,Potato,6.09
Jammu and Kashmir,Rabi,Alluvial,7.41,109,12,136,747,29.91,33,Canal,Potato,8.07,Jowar,4.84
Himachal Pradesh,Zaid,Black,7.29,114,94,19,1235,36.36,34,Sprinkler,Jowar,8.07,Barley,5.47
Jharkhand,Rabi,Sandy,7.14,73,45,88,1038,12.17,85,Sprinkler,Wheat,2.08,Groundnut,4.47
Uttar Pradesh,Zaid,Loamy,8.07,80,64,136,1185,21.56,63,Drip,Cotton,8.1,Moong,6.99
Punjab,Kharif,Clay,7.45,140,50,83,1420,26.95,30,Drip,Mustard,4.16,Bajra,8.2
Bihar,Zaid,Black,7.42,125,86,85,676,15.98,75,Sprinkler,Groundnut,6.29,Onion,6.26
Himachal Pradesh,Zaid,Alluvial,7.3,96,62,92,745,32.21,38,Rainfed,Wheat,5.15,Potato,5.67
Madhya Pradesh,Kharif,Alluvial,8.13,137,58,125,443,12.96,77,Drip,Potato,5.38,Gram,5.14
Jammu and Kashmir,Rabi,Black,8.3,94,65,42,906,16.01,75,Sprinkler,Soybean,2.63,Jowar,4.93
Himachal Pradesh,Rabi,Alluvial,5.75,49,26,91,673,38.63,61,Canal,Moong,8.33,Rice,1.72
Jharkhand,Kharif,Loamy,5.71,57,81,16,1393,37.64,69,Tube Well,Jowar,6.39,Bajra,6.27
Uttarakhand,Kharif,Alluvial,8.04,66,46,17,892,36.96,71,Rainfed,Pea,5.13,Wheat,3.27
Haryana,Kharif,Clay,5.68,147,44,118,1227,20.94,63,Rainfed,Barley,6.38,Wheat,7.6
Punjab,Rabi,Clay,7.35,21,63,74,1044,23.34,88,Drip,Arhar,7.58,Maize,5.05
Madhya Pradesh,Zaid,Red,5.74,77,60,38,1297,19.78,38,Rainfed,Arhar,7.94,Gram,5.5
Bihar,Kharif,Loamy,7.95,43,39,116,1230,21.83,54,Sprinkler,Jowar,9.05,Onion,7.06
Madhya Pradesh,Zaid,Loamy,6.9,132,44,82,1488,12.6,77,Drip,Bajra,8.91,Bajra,7.65
Punjab,Zaid,Sandy,8.04,125,44,57,541,37.36,71,Sprinkler,Moong,7.04,Wheat,5.04
Chhattisgarh,Kharif,Alluvial,7.29,84,27,47,1245,13.58,38,Drip,Mustard,5.2,Potato,5.88
Uttarakhand,Rabi,Clay,6.61,89,82,112,1000,36.03,41,Canal,Wheat,6.53,Cotton,8.35
Madhya Pradesh,Zaid,Black,7.86,71,44,116,1474,16.8,33,Tube Well,Bajra,1.1,Barley,5.95
Chhattisgarh,Kharif,Sandy,6.7,119,25,46,838,39.91,74,Tube Well,Rice,3.43,Mustard,5.85
Delhi,Zaid,Sandy,7.38,81,90,117,1101,33.77,56,Rainfed,Potato,8.69,Maize,6.04
Uttarakhand,Rabi,Sandy,5.85,109,50,94,845,37.07,87,Rainfed,Mustard,0.76,Moong,4.34
Jammu and Kashmir,Zaid,Loamy,6.9,23,25,134,642,19.94,35,Tube Well,Barley,6.55,Onion,3.36
Jharkhand,Zaid,Loamy,8.47,101,82,121,894,12.82,61,Rainfed,Onion,8.06,Potato,6.39
Uttarakhand,Rabi,Alluvial,6.25,38,76,98,1325,35.92,78,Canal,Cotton,9.11,Gram,4.14
Delhi,Rabi,Alluvial,6.29,93,54,30,1229,19.22,30,Rainfed,Wheat,3.19,Masoor,4.99
Jammu and Kashmir,Rabi,Clay,5.76,144,35,39,591,37.6,49,Tube Well,Barley,2.41,Groundnut,3.54
Jammu and Kashmir,Rabi,Black,5.94,29,30,105,1332,29.35,46,Drip,Soybean,2.12,Soybean,3.61
Uttar Pradesh,Zaid,Black,6.39,33,44,85,538,33.46,43,Sprinkler,Wheat,9.91,Pea,2.67
Delhi,Rabi,Alluvial,5.66,62,78,111,1376,38.45,83,Drip,Groundnut,0.92,Mustard,6.27
Uttarakhand,Zaid,Loamy,7.49,75,82,134,726,35.64,33,Tube Well,Jowar,9.18,Jowar,4.11
Madhya Pradesh,Rabi,Loamy,6.23,115,47,39,618,30.92,61,Canal,Onion,9.56,Maize,3.62
Madhya Pradesh,Kharif,Alluvial,7.01,117,36,114,685,36.93,44,Drip,Masoor,0.77,Arhar,4.62
Uttar Pradesh,Kharif,Clay,7.69,55,66,41,810,18.73,74,Sprinkler,Cotton,4.25,Mustard,4.7
Uttar Pradesh,Kharif,Red,7.57,104,84,108,585,20.48,30,Rainfed,Onion,1.04,Rice,4.94
Punjab,Zaid,Sandy,7.38,100,26,46,1010,10.63,56,Canal,Gram,7.19,Barley,3.77
Uttarakhand,Kharif,Sandy,5.95,135,19,118,930,39.7,57,Canal,Pea,9.47,Wheat,3.61
Punjab,Rabi,Black,5.86,102,79,43,397,35.86,39,Drip,Onion,1.26,Jowar,2.33
Delhi,Kharif,Clay,7.47,126,18,88,217,14.54,38,Sprinkler,Groundnut,6.47,Cotton,4.2
Chhattisgarh,Zaid,Alluvial,7.38,87,92,132,1349,12.87,38,Drip,Sugarcane,7.12,Mustard,6.62
Rajasthan,Zaid,Sandy,6.9,112,24,110,1289,22.71,42,Tube Well,Groundnut,0.72,Pea,6.46
Uttar Pradesh,Kharif,Alluvial,6.48,37,11,28,233,21.81,50,Tube Well,Wheat,6.0,Maize,3.17
Bihar,Zaid,Sandy,7.42,87,71,100,570,35.49,76,Rainfed,Bajra,7.62,Sugarcane,3.96
Uttarakhand,Rabi,Red,7.83,73,91,89,1347,38.96,88,Tube Well,Jowar,3.75,Rice,5.39
Himachal Pradesh,Kharif,Sandy,5.81,95,52,146,1389,34.27,76,Sprinkler,Barley,6.61,Potato,7.66
Bihar,Rabi,Loamy,6.75,55,79,148,843,36.94,48,Tube Well,Potato,0.83,Rice,6.44
Haryana,Rabi,Sandy,5.61,148,23,143,1451,38.56,68,Sprinkler,Bajra,8.75,Maize,4.74
Haryana,Rabi,Black,5.55,109,91,20,478,20.63,43,Sprinkler,Cotton,7.39,Arhar,3.53
Chhattisgarh,Kharif,Black,6.01,104,39,94,840,31.71,55,Tube Well,Groundnut,5.71,Barley,5.2
Delhi,Rabi,Clay,8.01,137,26,102,818,38.49,80,Canal,Sugarcane,9.4,Wheat,5.07
Rajasthan,Kharif,Alluvial,6.12,49,99,52,1232,22.81,73,Tube Well,Gram,0.85,Onion,4.46
Uttar Pradesh,Rabi,Alluvial,5.75,40,81,114,1255,23.73,44,Sprinkler,Cotton,9.7,Onion,6.08
Haryana,Kharif,Alluvial,6.1,29,25,61,1059,29.86,60,Drip,Arhar,4.41,Jowar,2.74
Chhattisgarh,Rabi,Sandy,6.4,24,30,48,612,35.13,39,Canal,Rice,9.8,Barley,1.8
Madhya Pradesh,Rabi,Loamy,5.57,59,30,47,265,15.82,85,Tube Well,Gram,9.94,Pea,2.89
Uttar Pradesh,Kharif,Red,6.16,105,20,149,1341,24.23,65,Tube Well,Gram,0.73,Gram,5.12
Delhi,Zaid,Loamy,5.97,33,55,74,684,14.55,89,Rainfed,Moong,7.0,Arhar,4.12
Chhattisgarh,Kharif,Red,6.53,148,66,143,706,20.54,84,Sprinkler,Moong,4.58,Masoor,6.27
Rajasthan,Zaid,Red,6.44,124,14,94,1244,18.28,85,Sprinkler,Bajra,1.69,Maize,6.29
Jammu and Kashmir,Rabi,Clay,7.46,35,29,101,1425,29.09,61,Sprinkler,Potato,9.88,Wheat,5.03
Delhi,Kharif,Sandy,6.88,104,49,82,1059,19.34,89,Tube Well,Potato,3.91,Wheat,4.66
Bihar,Zaid,Red,5.76,53,79,80,918,34.26,60,Rainfed,Mustard,1.38,Soybean,3.86
Madhya Pradesh,Kharif,Alluvial,5.57,96,26,119,1404,37.11,72,Rainfed,Onion,3.1,Rice,6.12
Punjab,Zaid,Alluvial,8.24,98,52,26,354,13.14,63,Tube Well,Arhar,5.77,Bajra,3.03
Punjab,Rabi,Red,7.45,123,69,42,459,19.51,69,Tube Well,Sugarcane,1.08,Barley,5.5
Chhattisgarh,Rabi,Alluvial,6.93,72,14,60,1275,34.01,49,Rainfed,Gram,6.87,Masoor,3.08
Delhi,Rabi,Loamy,7.06,126,31,100,1345,12.71,75,Canal,Maize,9.59,Barley,6.39
Haryana,Rabi,Sandy,8.47,71,45,143,1281,24.78,86,Rainfed,Onion,6.41,Cotton,6.01
Himachal Pradesh,Zaid,Black,8.27,71,19,81,402,31.05,75,Rainfed,Soybean,5.39,Wheat,1.69
Jammu and Kashmir,Zaid,Red,7.15,122,50,126,1351,22.41,71,Sprinkler,Groundnut,3.32,Cotton,7.54
Jammu and Kashmir,Rabi,Black,6.45,101,77,132,870,39.95,65,Rainfed,Barley,5.82,Maize,5.93
Punjab,Kharif,Clay,8.22,101,29,70,287,15.62,73,Rainfed,Pea,4.96,Soybean,1.46
Jharkhand,Rabi,Clay,6.36,44,35,94,1466,30.6,45,Rainfed,Maize,9.21,Cotton,5.02
Chhattisgarh,Zaid,Alluvial,8.33,20,36,109,302,14.37,45,Canal,Masoor,9.48,Rice,0.96
Uttarakhand,Zaid,Black,7.77,79,10,137,1087,28.66,51,Tube Well,Bajra,4.11,Pea,6.76
Uttarakhand,Zaid,Clay,6.56,117,29,51,343,31.19,77,Tube Well,Soybean,9.0,Sugarcane,6.07
Uttarakhand,Rabi,Alluvial,7.57,116,74,40,1369,20.79,51,Drip,Gram,7.5,Mustard,5.66
Jharkhand,Kharif,Loamy,7.14,94,42,93,842,12.77,63,Tube Well,Barley,3.23,Arhar,4.78
Uttar Pradesh,Zaid,Alluvial,5.53,51,77,95,225,34.1,55,Sprinkler,Bajra,8.65,Maize,3.35
Punjab,Zaid,Red,6.72,73,87,45,472,24.66,65,Sprinkler,Maize,7.58,Barley,4.2
Uttarakhand,Zaid,Sandy,7.83,137,24,33,910,33.61,80,Sprinkler,Barley,4.77,Jowar,6.39
Punjab,Zaid,Sandy,6.6,70,76,125,421,23.34,48,Drip,Mustard,4.08,Rice,4.16
Madhya Pradesh,Zaid,Alluvial,5.65,26,53,148,538,35.5,44,Tube Well,Rice,4.17,Gram,1.88
Punjab,Kharif,Alluvial,6.58,57,54,52,561,11.33,51,Rainfed,Moong,6.6,Moong,3.56
Uttarakhand,Kharif,Clay,8.03,75,39,33,601,16.18,82,Drip,Cotton,1.38,Masoor,1.28
Delhi,Kharif,Clay,8.37,109,34,140,646,36.09,80,Canal,Soybean,4.9,Groundnut,4.89
Madhya Pradesh,Zaid,Alluvial,8.32,28,78,15,708,21.12,68,Canal,Potato,2.38,Moong,1.09
Rajasthan,Rabi,Clay,8.04,115,79,35,305,10.91,67,Tube Well,Gram,3.8,Soybean,5.26
Rajasthan,Rabi,Sandy,7.68,146,94,101,843,17.63,31,Sprinkler,Pea,5.01,Rice,7.94
Jharkhand,Rabi,Loamy,8.01,104,47,20,1118,23.18,82,Rainfed,Barley,9.42,Masoor,4.61
Madhya Pradesh,Zaid,Loamy,6.74,126,33,22,584,30.74,48,Drip,Arhar,2.7,Sugarcane,4.39
Uttarakhand,Kharif,Black,7.29,87,21,113,1052,14.84,88,Sprinkler,Soybean,5.93,Maize,3.42
Uttar Pradesh,Rabi,Black,7.55,96,73,124,452,35.96,75,Sprinkler,Soybean,4.79,Cotton,4.13
Punjab,Rabi,Sandy,5.61,91,58,115,903,34.45,63,Rainfed,Arhar,6.38,Sugarcane,4.33
Madhya Pradesh,Rabi,Red,7.0,91,10,10,711,12.26,42,Drip,Sugarcane,3.37,Onion,2.24
Madhya Pradesh,Rabi,Loamy,7.51,52,47,120,474,15.72,66,Rainfed,Maize,1.24,Pea,3.13
Haryana,Rabi,Black,7.47,35,16,81,557,19.82,77,Canal,Sugarcane,5.52,Groundnut,2.18
Jammu and Kashmir,Rabi,Alluvial,7.37,130,94,94,730,26.09,86,Rainfed,Barley,3.58,Barley,5.73
Himachal Pradesh,Kharif,Alluvial,7.39,102,53,84,1439,20.09,68,Tube Well,Gram,1.95,Maize,7.1
Jharkhand,Kharif,Black,5.61,102,61,34,1394,33.01,58,Drip,Potato,5.15,Potato,5.81
Punjab,Zaid,Clay,7.8,140,82,101,1136,22.15,50,Rainfed,Groundnut,4.23,Arhar,8.08
Delhi,Kharif,Clay,7.65,82,13,12,1249,27.6,40,Drip,Masoor,4.58,Barley,4.68
Haryana,Kharif,Clay,8.32,133,68,137,837,12.58,46,Drip,Sugarcane,8.24,Potato,4.47
Uttar Pradesh,Kharif,Red,6.12,131,70,130,432,28.47,51,Drip,Pea,1.13,Moong,5.13
Chhattisgarh,Rabi,Black,6.65,102,52,92,795,11.39,74,Canal,Gram,6.95,Potato,4.33
Jharkhand,Zaid,Alluvial,8.19,93,60,81,856,12.88,32,Rainfed,Mustard,6.99,Maize,3.99
Punjab,Rabi,Sandy,7.72,142,21,47,319,10.07,30,Sprinkler,Masoor,6.73,Soybean,3.87
Chhattisgarh,Kharif,Black,6.0,25,36,63,601,25.94,39,Drip,Maize,1.98,Mustard,1.71
Himachal Pradesh,Kharif,Red,7.49,117,80,11,854,32.11,36,Sprinkler,Jowar,5.16,Sugarcane,6.61
Jammu and Kashmir,Zaid,Clay,6.13,84,44,66,202,12.85,45,Rainfed,Arhar,5.01,Potato,2.07
Punjab,Kharif,Loamy,6.89,119,32,14,1047,26.7,54,Canal,Moong,1.23,Arhar,5.04
Himachal Pradesh,Zaid,Black,6.96,75,94,74,691,29.25,79,Tube Well,Mustard,1.56,Masoor,4.81
Haryana,Kharif,Alluvial,8.32,84,96,100,567,22.93,86,Tube Well,Potato,4.79,Masoor,4.5
Uttar Pradesh,Zaid,Clay,7.03,113,81,37,834,18.68,56,Sprinkler,Gram,2.12,Gram,6.09
Punjab,Rabi,Clay,5.5,98,93,140,1042,22.0,71,Rainfed,Gram,4.77,Wheat,6.06
Madhya Pradesh,Rabi,Red,7.94,98,74,42,1166,31.36,39,Canal,Potato,4.06,Onion,4.8
Chhattisgarh,Zaid,Red,6.51,43,98,122,1065,34.04,36,Tube Well,Bajra,1.57,Mustard,4.78
Bihar,Kharif,Red,7.32,132,52,138,1445,14.36,35,Rainfed,Gram,9.46,Onion,7.81
Chhattisgarh,Zaid,Sandy,6.21,111,29,79,1082,24.35,67,Rainfed,Groundnut,4.24,Masoor,4.7
Uttar Pradesh,Zaid,Black,5.9,127,75,113,694,36.32,53,Sprinkler,Barley,1.27,Moong,6.34
Uttarakhand,Rabi,Red,6.65,47,74,119,399,32.35,39,Drip,Soybean,3.33,Arhar,3.29
Chhattisgarh,Kharif,Black,5.87,117,37,147,265,27.26,69,Drip,Rice,9.84,Potato,5.56
Himachal Pradesh,Zaid,Loamy,8.09,53,36,45,255,25.87,34,Sprinkler,Cotton,6.17,Groundnut,1.83
Delhi,Kharif,Loamy,8.39,105,35,78,598,30.36,70,Canal,Bajra,5.51,Groundnut,2.36
Himachal Pradesh,Kharif,Clay,8.43,76,57,117,965,21.97,59,Tube Well,Mustard,5.58,Jowar,5.07
Chhattisgarh,Zaid,Alluvial,7.18,118,26,149,1135,19.35,81,Drip,Bajra,1.47,Arhar,8.04
Himachal Pradesh,Rabi,Sandy,7.62,54,64,28,1393,28.62,68,Canal,Barley,2.99,Rice,5.15
Chhattisgarh,Rabi,Loamy,6.73,116,82,93,637,35.29,78,Tube Well,Mustard,6.42,Potato,6.02
Jammu and Kashmir,Rabi,Loamy,8.16,99,18,145,1345,26.05,40,Tube Well,Bajra,1.04,Soybean,5.34
Uttarakhand,Kharif,Black,8.26,62,17,105,982,12.38,40,Rainfed,Soybean,8.35,Arhar,3.73
Jharkhand,Kharif,Alluvial,7.15,88,53,137,966,27.1,68,Drip,Onion,6.52,Rice,3.79
Delhi,Rabi,Clay,8.49,80,42,24,956,26.77,65,Drip,Masoor,5.73,Jowar,3.57
Uttar Pradesh,Kharif,Red,8.15,83,41,76,368,29.95,49,Canal,Masoor,9.12,Groundnut,5.0
